Team,Conference,Year,Target,Win %,Off.Rank,Def.Rank,Avg.Turnover.Margin.per.Game,Points.Per.Game,Avg.Points.per.Game.Allowed,Rush.Yards.Per.Game.Allowed,Rushing.Yards.per.Game,Pass.Yards.Per.Game.Allowed,Pass.Yards.Per.Game,Off.Yards.Play,Yards.Play.Allowed,X3rd.Percent,Opponent.3rd.Percent,Redzone.Points,Redzone.Points.Allowed
Washington,Pac-12,2019,0,0.6153846153846154,79,35,0.62,32.0,19.4,126.4,147.8,222.2,243.4,5.83,5.11,0.357,0.372,0.907,0.791
Washington St.,Pac-12,2019,0,0.46153846153846156,7,111,-0.46,37.8,31.4,185.5,68.1,267.0,437.2,7.14,6.64,0.426,0.42,0.859,0.854
West Virginia,Big 12,2019,0,0.4166666666666667,119,74,-0.5,20.6,28.8,159.4,73.3,239.9,248.7,4.9,5.48,0.346,0.399,0.735,0.894
Western Ky.,C-USA,2019,0,0.6923076923076923,84,24,-0.46,25.4,20.1,135.5,128.5,199.9,259.3,5.6,5.22,0.41,0.297,0.78,0.758
Western Mich.,MAC,2019,0,0.5384615384615384,25,87,0.62,33.1,25.9,181.6,205.1,238.1,240.6,6.33,5.85,0.453,0.415,0.8,0.815
Wisconsin,Big Ten,2019,0,0.7142857142857143,38,4,0.0,34.1,16.9,99.8,233.1,187.4,200.1,6.3,4.79,0.481,0.273,0.87,0.722
Wyoming,Mountain West,2019,0,0.6153846153846154,106,43,0.38,25.4,17.8,107.1,214.8,256.7,136.2,5.49,5.03,0.433,0.375,0.822,0.689
Air Force,Mountain West,2020,0,0.5,73,8,0.0,24.3,15.0,136.5,305.7,166.8,83.7,6.26,5.06,0.485,0.466,0.708,0.692
Akron,MAC,2020,0,0.16666666666666666,121,110,-0.5,17.2,41.3,248.2,141.5,211.7,139.7,4.69,7.56,0.333,0.534,0.857,0.778
Alabama,SEC,2020,1,1.0,5,33,0.91,49.7,19.5,107.6,189.8,243.5,354.1,7.83,5.04,0.592,0.406,0.917,0.767
App State,Sun Belt,2020,1,0.75,26,18,0.08,33.8,20.0,150.9,264.9,177.9,187.1,6.42,4.94,0.512,0.378,0.75,0.757
Arizona,Pac-12,2020,0,0.0,86,116,-1.8,17.4,39.8,270.6,156.4,202.4,213.0,4.95,6.74,0.329,0.429,0.692,0.893
Arizona St.,Pac-12,2020,0,0.5,20,89,2.0,40.2,23.2,183.2,264.2,252.5,194.2,7.28,5.41,0.467,0.449,0.867,0.824
Arkansas,SEC,2020,0,0.3,67,105,0.5,25.7,34.9,192.1,151.3,259.6,240.2,5.77,5.65,0.338,0.468,0.909,0.783
Arkansas St.,Sun Belt,2020,0,0.36363636363636365,13,115,-0.36,32.9,37.2,156.1,125.4,314.0,364.4,6.35,6.3,0.399,0.417,0.78,0.809
Army West Point,FBS Independent,2020,1,0.8181818181818182,112,2,0.45,27.3,14.0,121.2,281.3,149.9,43.6,4.92,5.04,0.458,0.354,0.889,0.615
Auburn,SEC,2020,0,0.6,75,61,0.5,25.7,23.7,163.1,172.7,237.8,212.3,5.62,5.66,0.476,0.514,0.842,0.765
Ball St.,MAC,2020,1,0.8571428571428571,24,93,1.0,34.3,27.6,145.9,177.0,295.9,276.7,5.81,6.05,0.476,0.391,0.844,0.786
Baylor,Big 12,2020,0,0.2222222222222222,118,50,0.89,23.3,29.2,180.4,90.3,203.0,219.9,4.44,5.52,0.331,0.392,0.821,0.865
Boise St.,Mountain West,2020,0,0.7142857142857143,98,44,-0.57,33.9,27.1,163.7,107.1,209.6,241.9,5.42,5.26,0.433,0.271,0.909,0.871
Boston College,ACC,2020,0,0.5454545454545454,74,73,0.64,27.8,28.4,171.4,101.7,245.5,284.2,5.65,6.11,0.442,0.404,0.843,0.857
Bowling Green,MAC,2020,0,0.0,111,117,-2.0,11.4,45.0,310.2,184.0,165.6,142.4,5.2,6.68,0.262,0.514,0.6,0.96
Buffalo,MAC,2020,1,0.8571428571428571,17,36,0.57,43.4,21.9,157.4,287.4,201.6,191.0,7.33,5.2,0.481,0.313,0.862,0.769
BYU,FBS Independent,2020,1,0.9166666666666666,7,13,0.75,43.5,15.3,119.9,190.1,197.5,332.1,7.84,4.8,0.492,0.392,0.902,0.76
California,Pac-12,2020,0,0.25,115,41,0.0,20.2,26.5,170.2,126.8,196.8,192.8,4.47,5.69,0.373,0.407,0.786,0.75
Central Mich.,MAC,2020,0,0.5,46,83,1.0,31.3,30.2,130.5,218.0,297.2,202.3,5.82,5.85,0.282,0.449,0.783,0.95
Charlotte,C-USA,2020,0,0.3333333333333333,81,76,0.33,27.0,32.5,214.0,154.8,205.5,222.8,5.45,6.55,0.406,0.464,0.857,0.724
Cincinnati,AAC,2020,1,1.0,19,11,0.44,39.3,16.0,122.1,225.0,192.3,242.2,6.87,4.37,0.483,0.357,0.81,0.75
Clemson,ACC,2020,1,0.9090909090909091,10,6,0.82,44.9,17.5,99.8,163.8,198.6,343.8,6.72,4.63,0.467,0.304,0.875,0.769
Coastal Carolina,Sun Belt,2020,1,1.0,27,25,1.0,37.5,18.7,137.9,223.2,202.8,223.6,6.64,5.36,0.543,0.374,0.873,0.889
Colorado,Pac-12,2020,1,0.8,45,45,0.0,29.6,27.0,156.8,218.4,220.0,202.6,5.61,5.41,0.468,0.338,0.944,0.8
Colorado St.,Mountain West,2020,0,0.25,114,35,0.25,22.2,35.8,108.5,124.0,250.2,199.5,4.76,4.82,0.22,0.403,0.615,1.0
Duke,ACC,2020,0,0.18181818181818182,80,97,-1.73,24.8,38.1,213.2,156.7,231.6,222.6,5.03,6.25,0.387,0.413,0.8,0.841
East Carolina,AAC,2020,0,0.3333333333333333,58,101,-0.33,30.2,35.4,201.3,173.8,246.0,228.9,5.53,6.21,0.333,0.372,0.829,0.875
Eastern Mich.,MAC,2020,0,0.3333333333333333,61,122,0.0,33.2,36.0,238.7,124.2,251.5,276.2,5.75,6.39,0.42,0.373,1.0,0.714
FIU,C-USA,2020,0,0.0,122,79,-0.2,22.4,32.4,235.6,157.4,187.2,123.4,4.59,5.76,0.359,0.405,0.778,0.833
Fla. Atlantic,C-USA,2020,0,0.5555555555555556,113,28,0.0,18.9,17.4,154.6,180.1,187.7,144.4,4.91,5.12,0.388,0.4,0.731,0.696
Florida,SEC,2020,0,0.7272727272727273,9,63,-0.18,41.6,28.6,146.5,120.5,258.3,388.4,7.4,5.69,0.52,0.409,0.93,0.829
Florida St.,ACC,2020,0,0.3333333333333333,62,106,-0.33,25.8,36.0,199.2,199.9,257.1,196.8,5.54,6.47,0.356,0.465,0.742,0.833
Fresno St.,Mountain West,2020,0,0.5,16,84,0.0,32.8,30.0,212.3,123.0,217.7,356.3,6.2,6.14,0.432,0.485,0.857,0.808
Ga. Southern,Sun Belt,2020,0,0.6153846153846154,84,15,0.69,27.2,20.8,112.2,267.1,213.5,104.2,5.93,5.11,0.405,0.343,0.87,0.727
Georgia,SEC,2020,1,0.7777777777777778,44,14,-0.11,33.2,19.9,69.3,188.6,253.4,232.8,6.12,4.87,0.492,0.373,0.8,1.0
Georgia St.,Sun Belt,2020,0,0.5555555555555556,48,81,-0.11,32.7,32.9,140.2,190.3,284.1,227.3,5.66,5.68,0.431,0.367,0.947,0.838
Georgia Tech,ACC,2020,0,0.3,72,109,-0.7,23.9,36.8,189.2,190.8,270.1,199.1,5.64,5.86,0.411,0.467,0.667,0.854
Hawaii,Mountain West,2020,0,0.5555555555555556,77,68,0.56,26.2,27.6,211.7,152.4,197.1,231.4,5.4,5.7,0.391,0.417,0.867,0.871
Houston,AAC,2020,0,0.375,54,58,-1.25,30.0,32.0,167.5,143.1,231.0,265.8,5.54,5.78,0.4,0.379,0.885,0.871
Illinois,Big Ten,2020,0,0.25,98,114,0.75,20.1,34.9,230.1,196.1,239.0,152.9,5.36,6.56,0.381,0.43,0.692,0.868
Indiana,Big Ten,2020,1,0.8571428571428571,95,37,1.43,30.1,19.4,135.7,100.1,226.0,258.0,5.17,5.41,0.378,0.367,0.818,0.579
Iowa,Big Ten,2020,1,0.75,87,10,1.12,31.8,16.0,107.6,171.0,206.1,197.6,5.42,4.34,0.336,0.403,0.917,0.727
Iowa St.,Big 12,2020,0,0.7272727272727273,31,29,0.0,32.8,21.8,104.6,192.0,238.4,249.1,6.53,5.28,0.437,0.345,0.848,0.727
Kansas,Big 12,2020,0,0.0,126,108,-0.44,15.8,46.0,236.2,104.9,223.0,154.3,3.66,6.63,0.232,0.418,0.778,0.953
Kansas St.,Big 12,2020,0,0.4,106,96,-0.3,26.6,32.2,177.2,151.7,267.5,185.7,5.61,6.11,0.331,0.401,0.939,0.826
Kent St.,MAC,2020,1,0.75,1,80,0.25,49.8,38.0,262.0,283.0,162.0,323.5,7.44,6.5,0.561,0.438,0.852,0.941
Kentucky,SEC,2020,0,0.4,117,53,0.7,21.7,26.4,166.7,187.4,220.3,124.4,5.1,5.54,0.38,0.426,0.828,0.75
Liberty,FBS Independent,2020,1,0.9,14,7,0.3,38.3,19.2,129.6,252.1,171.6,231.4,6.72,5.0,0.482,0.323,0.766,0.741
Louisiana,Sun Belt,2020,1,0.9,43,31,0.9,33.9,21.8,180.9,207.8,166.9,214.8,6.31,4.76,0.421,0.438,0.804,0.829
Louisiana Tech,C-USA,2020,0,0.5,116,82,-0.2,26.7,34.7,198.3,99.2,229.0,216.6,4.49,6.11,0.385,0.475,0.846,0.902
Louisville,ACC,2020,0,0.36363636363636365,28,42,-1.09,29.5,26.6,179.9,200.0,189.2,244.2,6.65,5.77,0.448,0.396,0.886,0.829
LSU,SEC,2020,0,0.5,35,124,0.9,32.0,34.9,169.0,121.7,323.0,312.2,5.52,7.26,0.346,0.373,0.824,0.814
Marshall,C-USA,2020,0,0.7,70,3,0.3,28.5,13.0,95.5,178.4,183.9,212.9,5.86,4.4,0.453,0.345,0.838,0.667
Maryland,Big Ten,2020,0,0.4,53,84,-1.4,23.6,32.0,230.0,145.0,200.0,264.0,6.6,5.36,0.379,0.417,0.727,0.833
Massachusetts,FBS Independent,2020,0,0.0,127,118,-1.0,3.0,40.2,273.5,67.2,208.5,120.2,3.46,6.91,0.255,0.519,0.5,0.81
Memphis,AAC,2020,0,0.7272727272727273,25,87,0.09,31.0,27.9,145.1,145.2,289.2,307.9,6.09,5.68,0.448,0.36,0.844,0.744
Miami,FL,2020,1,0.8,36,65,0.6,34.0,26.0,180.6,163.2,226.8,269.4,5.97,5.66,0.418,0.381,0.897,0.829
Miami,OH,2020,0,0.6666666666666666,90,55,0.0,28.7,26.7,126.0,127.0,267.7,238.3,5.92,6.06,0.415,0.462,0.8,0.857
Michigan,Big Ten,2020,0,0.3333333333333333,78,88,-0.33,28.3,34.5,178.8,131.5,255.5,250.3,5.95,5.59,0.365,0.462,0.81,0.926
Michigan St.,Big Ten,2020,0,0.2857142857142857,109,57,-1.29,18.0,35.1,157.3,91.4,239.4,238.9,4.81,5.27,0.327,0.383,0.917,0.781
Middle Tenn.,C-USA,2020,0,0.3333333333333333,89,99,-0.22,22.9,35.4,221.9,135.4,224.1,230.4,5.18,6.05,0.426,0.536,0.815,0.941
Minnesota,Big Ten,2020,0,0.42857142857142855,65,72,0.0,27.3,30.1,207.1,191.9,208.7,201.3,5.71,6.9,0.477,0.408,0.8,0.765
Mississippi St.,SEC,2020,0,0.3,103,47,-0.9,20.7,28.3,125.3,36.0,255.0,311.1,4.95,5.48,0.324,0.392,0.742,0.794
Missouri,SEC,2020,0,0.5,59,67,-0.5,26.7,32.3,162.2,135.2,245.8,266.8,5.63,6.1,0.433,0.376,0.941,0.919
Navy,AAC,2020,0,0.3,124,51,-0.2,16.6,30.3,204.7,177.6,180.8,97.4,4.53,5.99,0.338,0.381,0.81,0.909
NC State,ACC,2020,0,0.7272727272727273,69,74,-0.27,31.1,29.7,163.5,129.1,254.6,262.4,5.61,5.47,0.443,0.376,0.83,0.796
Nebraska,Big Ten,2020,0,0.375,67,52,-1.38,23.1,29.4,169.5,201.4,217.0,190.1,5.56,5.46,0.365,0.405,0.857,0.857
Nevada,Mountain West,2020,1,0.7777777777777778,30,46,0.0,30.8,23.3,138.1,122.3,239.6,319.1,6.46,5.4,0.415,0.356,0.816,0.774
New Mexico,Mountain West,2020,0,0.2857142857142857,64,100,0.57,23.9,32.6,164.1,195.7,283.0,198.0,5.47,6.8,0.43,0.427,0.789,0.842
North Carolina,ACC,2020,0,0.7272727272727273,4,56,-0.09,43.0,28.4,147.8,249.1,248.0,307.5,7.81,5.67,0.476,0.379,0.887,0.85
North Texas,C-USA,2020,0,0.4,8,126,-0.6,34.4,42.8,269.2,230.2,252.9,283.0,6.59,6.94,0.467,0.472,0.794,0.849
Northern Ill.,MAC,2020,0,0.0,88,75,-0.5,24.8,38.7,173.5,127.0,245.3,240.5,4.99,6.63,0.286,0.311,0.944,0.769
Northwestern,Big Ten,2020,1,0.75,100,23,0.38,23.4,15.5,156.5,162.4,182.2,186.2,4.71,4.81,0.391,0.314,0.793,0.68
Notre Dame,ACC,2020,1,0.9090909090909091,22,20,0.64,35.2,18.6,110.5,217.6,224.5,237.5,6.35,5.37,0.493,0.294,0.786,0.857
Ohio,MAC,2020,0,0.6666666666666666,92,54,1.33,34.3,16.7,193.7,216.7,195.3,146.0,6.36,5.48,0.375,0.341,0.8,0.889
Ohio St.,Big Ten,2020,1,1.0,6,34,1.33,42.5,21.0,96.7,275.7,261.3,253.5,7.28,5.42,0.512,0.341,0.765,0.833
Oklahoma,Big 12,2020,1,0.8,18,19,0.4,41.8,21.9,90.6,154.2,243.0,321.6,6.65,5.06,0.405,0.277,0.909,0.824
Oklahoma St.,Big 12,2020,0,0.7,40,40,-0.2,29.5,22.4,160.5,194.7,205.2,233.0,5.58,5.18,0.424,0.263,0.818,0.84
Ole Miss,SEC,2020,0,0.4444444444444444,3,127,-0.78,40.7,40.3,211.2,217.7,324.4,344.8,7.06,6.96,0.504,0.475,0.75,0.872
Oregon,Pac-12,2020,0,0.6666666666666666,38,69,-0.83,33.7,27.3,159.8,180.2,249.7,249.5,6.75,5.51,0.471,0.381,0.857,0.84
Oregon St.,Pac-12,2020,0,0.2857142857142857,55,94,-0.29,28.9,33.3,217.6,197.6,224.7,211.3,5.83,6.49,0.404,0.467,0.893,0.893
Penn St.,Big Ten,2020,0,0.4444444444444444,37,17,-0.78,29.8,27.7,130.2,174.3,198.6,256.0,5.46,5.06,0.421,0.37,0.757,0.893
Pittsburgh,ACC,2020,0,0.5454545454545454,79,24,0.36,29.0,24.5,93.5,119.9,246.0,259.7,5.13,4.88,0.364,0.353,0.894,0.75
Purdue,Big Ten,2020,0,0.3333333333333333,71,59,0.17,27.2,29.8,144.8,81.5,254.2,309.0,5.7,5.38,0.375,0.437,0.75,0.812
Rice,C-USA,2020,0,0.4,107,27,0.2,23.4,18.8,140.8,120.8,200.8,210.8,4.75,5.69,0.382,0.409,0.647,0.727
Rutgers,Big Ten,2020,0,0.3333333333333333,105,103,0.67,26.7,32.1,203.7,140.3,245.4,198.8,4.64,5.88,0.34,0.388,0.889,0.895
San Diego St.,Mountain West,2020,0,0.5,97,4,0.25,24.6,17.8,98.2,199.4,185.2,151.4,5.01,4.36,0.367,0.298,0.724,0.826
San Jose St.,Mountain West,2020,1,1.0,29,22,0.57,30.9,17.9,111.0,141.6,227.1,301.3,6.8,4.84,0.416,0.39,0.828,0.75
SMU,AAC,2020,0,0.7,11,78,0.5,38.6,30.9,180.3,176.5,241.9,318.0,6.57,5.64,0.469,0.434,0.92,0.833
South Alabama,Sun Belt,2020,0,0.36363636363636365,94,90,-0.09,19.9,27.3,174.5,111.4,261.9,247.2,5.12,6.44,0.395,0.413,0.8,0.811
South Carolina,SEC,2020,0,0.2,96,104,-0.4,23.5,36.0,195.4,167.9,256.1,187.2,5.35,6.56,0.365,0.484,0.828,0.872
South Fla.,AAC,2020,0,0.1111111111111111,90,92,-0.44,23.1,39.9,212.3,148.8,229.1,216.6,5.06,6.06,0.306,0.5,0.781,0.857
Southern California,Pac-12,2020,1,0.8333333333333334,49,43,0.83,33.3,26.0,153.3,97.3,216.3,319.3,5.57,5.49,0.438,0.392,0.794,0.938
Southern Miss.,C-USA,2020,0,0.3,83,62,-0.3,25.3,32.3,180.9,159.0,220.8,213.0,5.79,5.76,0.422,0.479,0.816,0.909
Stanford,Pac-12,2020,0,0.6666666666666666,47,91,0.33,29.3,31.7,222.0,133.5,216.7,286.7,6.0,6.58,0.482,0.513,0.889,0.862
Syracuse,ACC,2020,0,0.09090909090909091,125,112,0.27,17.8,32.7,209.1,92.0,254.8,173.3,4.45,5.82,0.261,0.474,0.667,0.8
TCU,Big 12,2020,0,0.6,51,32,0.2,30.8,24.2,127.5,214.7,223.4,196.3,6.0,5.32,0.375,0.329,0.844,0.786
Temple,AAC,2020,0,0.14285714285714285,101,86,-0.29,19.9,37.1,208.6,140.3,224.4,208.0,4.65,6.41,0.379,0.44,0.793,0.852
Tennessee,SEC,2020,0,0.3,104,65,-0.5,21.5,30.1,141.6,141.5,265.8,204.7,5.25,5.83,0.302,0.476,0.739,0.884
Texas,Big 12,2020,0,0.6666666666666666,21,70,0.78,41.3,29.1,135.6,183.3,274.2,274.0,6.36,5.27,0.39,0.366,0.863,0.818
Texas A&M,SEC,2020,1,0.8888888888888888,33,12,0.56,31.7,21.1,92.2,202.9,224.3,234.3,6.38,5.4,0.567,0.352,0.854,0.909
Texas St.,Sun Belt,2020,0,0.16666666666666666,85,125,-0.25,27.7,38.2,224.5,131.2,270.4,238.4,5.7,6.32,0.331,0.492,0.825,0.902
Texas Tech,Big 12,2020,0,0.4,39,98,-0.9,29.1,36.7,186.4,162.8,258.5,266.7,5.84,5.73,0.369,0.414,0.758,0.857
Toledo,MAC,2020,0,0.6666666666666666,12,38,-0.5,35.0,24.3,129.2,168.2,233.0,325.8,6.42,5.35,0.482,0.274,0.821,0.9
Troy,Sun Belt,2020,0,0.45454545454545453,66,64,-0.36,27.4,25.7,166.6,102.6,238.5,290.2,5.51,5.53,0.457,0.381,0.717,0.85
Tulane,AAC,2020,0,0.5,63,77,0.42,34.7,28.1,143.3,217.1,278.7,176.7,5.7,5.63,0.34,0.4,0.851,0.756
Tulsa,AAC,2020,1,0.75,56,26,0.0,27.2,20.8,146.0,164.4,194.8,241.0,5.63,4.72,0.385,0.328,0.793,0.733
UAB,C-USA,2020,0,0.6666666666666666,60,9,-0.22,28.4,21.4,137.9,200.0,173.2,201.3,5.92,4.69,0.423,0.298,0.917,0.875
UCF,AAC,2020,0,0.6,2,123,1.2,42.2,33.2,192.6,210.7,299.2,357.4,6.61,6.19,0.487,0.432,0.891,0.867
UCLA,Pac-12,2020,0,0.42857142857142855,23,71,-0.29,35.4,30.7,135.7,230.6,274.1,224.4,6.14,5.44,0.443,0.458,0.889,0.903
ULM,Sun Belt,2020,0,0.0,119,113,-0.8,16.3,42.0,249.3,76.3,215.3,229.4,4.84,6.85,0.256,0.57,0.656,0.854
UNLV,Mountain West,2020,0,0.0,108,119,-0.67,17.3,38.0,255.0,144.7,227.2,185.8,4.72,7.16,0.37,0.468,0.789,0.909
Utah,Pac-12,2020,0,0.6,52,39,0.0,30.2,26.0,107.8,194.0,257.2,215.8,5.9,5.5,0.377,0.343,0.85,0.833
Utah St.,Mountain West,2020,0,0.16666666666666666,123,120,-1.0,15.5,35.2,224.7,140.0,260.7,135.8,4.57,6.56,0.38,0.463,0.75,0.792
UTEP,C-USA,2020,0,0.375,102,49,-0.88,23.0,31.0,140.4,138.9,240.9,209.2,5.17,6.11,0.44,0.389,0.759,0.867
UTSA,C-USA,2020,0,0.6363636363636364,50,48,0.73,28.6,25.2,152.7,214.7,228.1,199.2,5.68,5.59,0.438,0.392,0.886,0.868
Vanderbilt,SEC,2020,0,0.0,110,121,-0.89,14.8,37.3,191.0,110.1,296.4,219.9,4.71,7.28,0.399,0.439,0.7,0.906
Virginia,ACC,2020,0,0.5,41,95,-0.1,30.7,29.6,138.5,162.7,304.4,260.6,5.68,6.39,0.371,0.417,0.829,0.789
Virginia Tech,ACC,2020,0,0.45454545454545453,32,102,0.27,31.1,32.1,181.5,240.1,266.0,200.6,6.67,6.19,0.381,0.405,0.833,0.844
Wake Forest,ACC,2020,0,0.5,34,107,1.62,37.0,31.6,191.0,169.5,265.9,265.8,5.77,6.1,0.402,0.43,0.947,0.829
Washington,Pac-12,2020,1,0.75,57,30,1.25,30.2,25.0,161.2,176.2,185.0,226.5,6.03,5.35,0.481,0.423,0.889,0.786
Washington St.,Pac-12,2020,0,0.25,76,111,-0.5,27.0,38.5,154.8,129.2,307.0,254.8,5.86,6.69,0.392,0.481,0.938,0.889
West Virginia,Big 12,2020,0,0.5555555555555556,42,5,0.33,26.8,20.4,126.2,145.4,171.0,277.2,5.51,4.77,0.407,0.394,0.889,0.824
Western Ky.,C-USA,2020,0,0.45454545454545453,120,21,-0.27,18.8,24.1,166.3,128.0,170.1,162.9,4.58,4.99,0.317,0.395,0.793,0.853
Western Mich.,MAC,2020,0,0.6666666666666666,15,60,-0.5,41.7,34.2,157.3,193.2,242.3,286.5,7.34,5.6,0.433,0.396,0.846,0.962
Wisconsin,Big Ten,2020,0,0.5,93,1,-0.5,22.3,15.7,93.7,171.7,169.8,187.2,5.0,4.76,0.393,0.254,0.857,0.692
Wyoming,Mountain West,2020,0,0.3333333333333333,82,16,0.17,26.5,21.0,125.3,219.5,202.7,153.3,5.47,4.93,0.303,0.362,0.885,0.706
Air Force,Mountain West,2021,1,0.7692307692307693,51,4,0.46,31.0,19.8,102.2,327.7,194.4,95.5,5.81,5.23,0.449,0.401,0.828,0.743
Akron,MAC,2021,0,0.16666666666666666,106,122,-0.42,19.8,39.5,248.9,123.2,220.1,217.5,5.22,7.19,0.38,0.542,0.694,0.941
Alabama,SEC,2021,1,0.8666666666666667,7,7,0.6,39.9,20.1,86.0,150.0,218.1,338.2,6.54,4.77,0.52,0.311,0.926,0.85
App State,Sun Belt,2021,0,0.7142857142857143,30,33,-0.29,34.5,22.1,125.7,192.2,222.0,249.1,6.3,5.27,0.36,0.342,0.865,0.756
Arizona,Pac-12,2021,0,0.08333333333333333,101,57,-1.42,17.2,31.4,180.9,129.6,190.1,226.3,4.91,5.89,0.321,0.374,0.744,0.974
Arizona St.,Pac-12,2021,0,0.6153846153846154,75,13,0.0,28.4,20.8,131.2,191.4,194.8,194.6,6.22,4.97,0.447,0.372,0.808,0.848
Arkansas,SEC,2021,0,0.6923076923076923,27,50,0.46,30.9,22.9,153.5,227.8,214.2,213.9,6.37,5.41,0.368,0.335,0.885,0.73
Arkansas St.,Sun Belt,2021,0,0.16666666666666666,69,129,-0.33,25.2,38.6,260.9,82.4,244.8,313.9,5.44,7.22,0.328,0.414,0.868,0.829
Army West Point,FBS Independent,2021,0,0.6923076923076923,83,15,0.62,32.8,22.3,117.2,280.6,211.2,94.8,5.62,5.78,0.466,0.404,0.865,0.935
Auburn,SEC,2021,0,0.46153846153846156,67,61,0.08,27.8,21.8,128.1,161.5,245.8,240.0,5.81,5.29,0.402,0.358,0.848,0.816
Ball St.,MAC,2021,0,0.46153846153846156,110,96,0.54,24.1,28.4,176.4,130.7,243.0,207.6,4.98,5.89,0.399,0.401,0.875,0.889
Baylor,Big 12,2021,1,0.8571428571428571,53,31,0.93,31.6,18.3,118.4,219.3,227.5,203.4,6.32,5.15,0.421,0.343,0.879,0.829
Boise St.,Mountain West,2021,0,0.5833333333333334,78,45,0.58,29.2,19.0,157.5,120.4,206.9,260.6,5.26,5.46,0.442,0.379,0.925,0.789
Boston College,ACC,2021,0,0.5,103,28,-0.08,24.7,22.2,170.8,165.2,173.5,184.8,5.37,5.44,0.394,0.345,0.837,0.769
Bowling Green,MAC,2021,0,0.3333333333333333,117,62,0.17,21.4,30.7,187.8,102.0,186.2,214.8,4.89,5.29,0.341,0.413,0.829,0.918
Buffalo,MAC,2021,0,0.3333333333333333,62,93,-0.58,28.8,29.9,194.3,195.2,221.2,213.5,5.42,6.34,0.46,0.388,0.86,0.735
BYU,FBS Independent,2021,1,0.7692307692307693,17,74,0.85,33.1,24.7,156.3,188.5,231.9,264.1,6.78,5.74,0.459,0.43,0.891,0.84
California,Pac-12,2021,0,0.4166666666666667,75,49,0.83,23.8,22.2,137.2,164.2,229.5,221.8,5.91,5.31,0.407,0.464,0.78,0.75
Central Mich.,MAC,2021,0,0.6923076923076923,24,67,0.08,32.3,25.8,118.5,178.0,263.3,265.4,5.95,5.58,0.372,0.298,0.824,0.854
Charlotte,C-USA,2021,0,0.4166666666666667,65,120,-0.42,27.2,34.0,204.2,149.6,260.8,253.7,5.87,7.14,0.4,0.444,0.776,0.783
Cincinnati,AAC,2021,1,0.9285714285714286,58,10,0.86,36.4,16.9,149.1,173.3,169.2,241.2,6.73,4.47,0.395,0.338,0.794,0.69
Clemson,ACC,2021,1,0.7692307692307693,100,8,0.15,26.3,14.8,96.3,167.9,213.9,191.2,5.17,4.44,0.371,0.34,0.804,0.645
Coastal Carolina,Sun Belt,2021,1,0.8461538461538461,5,25,0.15,40.9,21.6,149.1,228.8,190.3,265.9,7.74,5.28,0.538,0.36,0.896,0.775
Colorado,Pac-12,2021,0,0.3333333333333333,129,98,0.5,18.8,26.7,178.6,126.2,242.3,131.2,4.37,6.06,0.323,0.431,0.939,0.744
Colorado St.,Mountain West,2021,0,0.25,57,64,-0.42,23.7,28.2,166.2,164.1,211.1,251.7,5.48,5.46,0.406,0.365,0.837,0.833
Duke,ACC,2021,0,0.25,54,130,-0.58,22.8,39.8,206.2,179.7,311.8,237.9,5.37,7.12,0.424,0.48,0.721,0.927
East Carolina,AAC,2021,0,0.5833333333333334,39,80,-0.08,29.7,25.8,161.7,162.6,233.1,270.8,5.78,6.0,0.346,0.322,0.867,0.78
Eastern Mich.,MAC,2021,0,0.5384615384615384,79,107,0.31,30.2,30.0,197.7,117.9,237.8,262.8,5.44,6.28,0.417,0.436,0.842,0.897
FIU,C-USA,2021,0,0.08333333333333333,94,128,-1.17,20.3,39.7,228.5,102.1,262.8,264.6,5.87,6.68,0.327,0.461,0.656,0.889
Fla. Atlantic,C-USA,2021,0,0.4166666666666667,68,90,0.33,25.4,25.8,157.0,151.3,252.2,248.7,5.75,5.83,0.429,0.318,0.795,0.714
Florida,SEC,2021,0,0.46153846153846156,15,51,-0.62,30.7,26.3,163.9,208.7,203.9,254.2,6.6,5.48,0.414,0.358,0.863,0.841
Florida St.,ACC,2021,0,0.4166666666666667,80,66,0.08,27.6,26.5,144.6,177.8,233.2,201.6,5.79,5.18,0.346,0.404,0.905,0.706
Fresno St.,Mountain West,2021,1,0.7692307692307693,14,32,0.15,33.4,20.5,125.1,138.2,222.0,326.7,6.34,5.26,0.426,0.344,0.882,0.848
Ga. Southern,Sun Belt,2021,0,0.25,107,110,-0.58,20.2,31.4,152.3,193.5,289.5,147.1,5.04,6.44,0.353,0.379,0.839,0.927
Georgia,SEC,2021,1,0.9333333333333333,26,2,0.2,38.4,10.2,78.9,190.9,190.1,251.9,6.98,4.16,0.448,0.356,0.843,0.625
Georgia St.,Sun Belt,2021,0,0.6153846153846154,72,83,0.46,28.2,27.1,141.4,226.4,261.8,161.6,5.63,5.45,0.419,0.444,0.897,0.78
Georgia Tech,ACC,2021,0,0.25,93,117,-0.17,23.8,33.5,182.2,169.0,273.0,198.3,5.61,6.61,0.354,0.452,0.784,0.882
Hawaii,Mountain West,2021,0,0.46153846153846156,63,113,-0.23,28.8,31.4,156.3,142.8,290.0,262.2,5.9,5.75,0.356,0.462,0.844,0.812
Houston,AAC,2021,1,0.8571428571428571,60,6,0.64,35.9,20.4,107.2,141.8,194.0,271.6,5.92,4.92,0.421,0.257,0.891,0.735
